prompt,label
I am reserving for 02 October at 07:33 with a class 1 truck.,October-02--07:33-class 1 truck

I am reserving for 30 November at 13:05 with a compact.,November-30--13:05-compact

I am reserving for 23 October at 07:26 with a compact.,October-23--07:26-compact

I am reserving for 20 November at 18:30 with a class 1 truck.,November-20--18:30-class 1 truck

I am reserving for 29 November at 18:30 with a class 2 truck.,November-29--18:30-class 2 truck

I am reserving for 13 November at 18:30 with a medium.,November-13--18:30-medium

I am reserving for 24 November at 07:08 with a medium.,November-24--07:08-medium

I am reserving for 29 November at 12:11 with a class 1 truck.,November-29--12:11-class 1 truck

I am reserving for 10 November at 18:15 with a full-size.,November-10--18:15-full-size

I am reserving for 09 October at 18:00 with a full-size.,October-09--18:00-full-size

I am reserving for 06 November at 18:03 with a medium.,November-06--18:03-medium

I am reserving for 20 November at 07:27 with a compact.,November-20--07:27-compact

I am reserving for 22 October at 07:12 with a medium.,October-22--07:12-medium

I am reserving for 07 November at 11:01 with a class 1 truck.,November-07--11:01-class 1 truck

I am reserving for 23 November at 07:40 with a compact.,November-23--07:40-compact

I am reserving for 21 October at 18:04 with a compact.,October-21--18:04-compact

I am reserving for 17 October at 09:20 with a class 1 truck.,October-17--09:20-class 1 truck

I am reserving for 31 October at 10:31 with a class 2 truck.,October-31--10:31-class 2 truck

I am reserving for 27 November at 07:52 with a full-size.,November-27--07:52-full-size

I am reserving for 26 November at 12:13 with a full-size.,November-26--12:13-full-size

I am reserving for 20 November at 07:33 with a class 2 truck.,November-20--07:33-class 2 truck

I am reserving for 30 November at 08:40 with a full-size.,November-30--08:40-full-size

I am reserving for 30 November at 08:47 with a compact.,November-30--08:47-compact

I am reserving for 23 November at 18:30 with a full-size.,November-23--18:30-full-size

I am reserving for 23 October at 15:25 with a full-size.,October-23--15:25-full-size

I am reserving for 06 November at 14:07 with a compact.,November-06--14:07-compact

I am reserving for 27 November at 07:56 with a medium.,November-27--07:56-medium

I am reserving for 28 November at 18:16 with a class 2 truck.,November-28--18:16-class 2 truck

I am reserving for 12 November at 18:30 with a class 2 truck.,November-12--18:30-class 2 truck

I am reserving for 07 November at 18:30 with a compact.,November-07--18:30-compact

I am reserving for 23 November at 16:21 with a class 2 truck.,November-23--16:21-class 2 truck

I am reserving for 18 October at 07:37 with a medium.,October-18--07:37-medium

I am reserving for 26 November at 07:00 with a class 1 truck.,November-26--07:00-class 1 truck

I am reserving for 30 November at 13:11 with a class 1 truck.,November-30--13:11-class 1 truck

I am reserving for 13 October at 11:07 with a full-size.,October-13--11:07-full-size

I am reserving for 11 November at 07:36 with a medium.,November-11--07:36-medium

I am reserving for 24 October at 07:15 with a compact.,October-24--07:15-compact

I am reserving for 27 October at 10:24 with a class 1 truck.,October-27--10:24-class 1 truck

I am reserving for 16 October at 09:11 with a medium.,October-16--09:11-medium

I am reserving for 29 November at 18:30 with a compact.,November-29--18:30-compact

I am reserving for 19 November at 09:30 with a medium.,November-19--09:30-medium

I am reserving for 05 October at 16:01 with a class 1 truck.,October-05--16:01-class 1 truck

I am reserving for 19 November at 16:32 with a class 1 truck.,November-19--16:32-class 1 truck

I am reserving for 30 October at 16:14 with a class 1 truck.,October-30--16:14-class 1 truck

I am reserving for 27 November at 14:52 with a full-size.,November-27--14:52-full-size

I am reserving for 24 November at 17:08 with a class 2 truck.,November-24--17:08-class 2 truck

I am reserving for 09 October at 18:30 with a medium.,October-09--18:30-medium

I am reserving for 19 October at 17:36 with a full-size.,October-19--17:36-full-size

I am reserving for 09 October at 14:29 with a class 1 truck.,October-09--14:29-class 1 truck

I am reserving for 17 November at 18:30 with a medium.,November-17--18:30-medium

I am reserving for 09 November at 18:30 with a full-size.,November-09--18:30-full-size

I am reserving for 27 November at 18:21 with a class 2 truck.,November-27--18:21-class 2 truck

I am reserving for 25 November at 07:29 with a full-size.,November-25--07:29-full-size

I am reserving for 16 November at 18:08 with a medium.,November-16--18:08-medium

I am reserving for 15 November at 18:30 with a class 1 truck.,November-15--18:30-class 1 truck

I am reserving for 22 November at 14:35 with a class 2 truck.,November-22--14:35-class 2 truck

I am reserving for 01 November at 09:32 with a full-size.,November-01--09:32-full-size

I am reserving for 08 November at 07:10 with a full-size.,November-08--07:10-full-size

I am reserving for 19 October at 14:03 with a medium.,October-19--14:03-medium

I am reserving for 29 November at 07:54 with a class 1 truck.,November-29--07:54-class 1 truck

I am reserving for 12 October at 07:22 with a compact.,October-12--07:22-compact

I am reserving for 19 November at 07:57 with a class 1 truck.,November-19--07:57-class 1 truck

I am reserving for 09 November at 17:59 with a medium.,November-09--17:59-medium

I am reserving for 27 November at 11:05 with a medium.,November-27--11:05-medium

I am reserving for 27 November at 07:06 with a compact.,November-27--07:06-compact

I am reserving for 02 November at 07:12 with a compact.,November-02--07:12-compact

I am reserving for 26 November at 07:15 with a medium.,November-26--07:15-medium

I am reserving for 12 October at 10:21 with a class 1 truck.,October-12--10:21-class 1 truck

I am reserving for 07 November at 07:59 with a compact.,November-07--07:59-compact

I am reserving for 30 November at 08:30 with a class 2 truck.,November-30--08:30-class 2 truck

I am reserving for 27 November at 16:58 with a medium.,November-27--16:58-medium

I am reserving for 29 November at 17:55 with a class 1 truck.,November-29--17:55-class 1 truck

I am reserving for 28 November at 18:28 with a compact.,November-28--18:28-compact

I am reserving for 13 October at 07:01 with a class 1 truck.,October-13--07:01-class 1 truck

I am reserving for 26 November at 08:03 with a compact.,November-26--08:03-compact

I am reserving for 16 October at 09:14 with a class 2 truck.,October-16--09:14-class 2 truck

I am reserving for 19 October at 07:52 with a class 2 truck.,October-19--07:52-class 2 truck

I am reserving for 30 November at 16:28 with a class 1 truck.,November-30--16:28-class 1 truck

I am reserving for 18 November at 18:30 with a class 2 truck.,November-18--18:30-class 2 truck

I am reserving for 22 November at 07:01 with a class 1 truck.,November-22--07:01-class 1 truck

I am reserving for 28 November at 11:07 with a compact.,November-28--11:07-compact

I am reserving for 28 November at 16:43 with a full-size.,November-28--16:43-full-size

I am reserving for 20 November at 10:48 with a class 1 truck.,November-20--10:48-class 1 truck

I am reserving for 25 November at 07:14 with a class 1 truck.,November-25--07:14-class 1 truck

I am reserving for 09 November at 18:30 with a medium.,November-09--18:30-medium

I am reserving for 30 November at 15:20 with a compact.,November-30--15:20-compact

I am reserving for 11 November at 15:49 with a compact.,November-11--15:49-compact

I am reserving for 11 November at 07:13 with a class 2 truck.,November-11--07:13-class 2 truck

I am reserving for 30 November at 18:30 with a full-size.,November-30--18:30-full-size

I am reserving for 07 November at 11:56 with a class 1 truck.,November-07--11:56-class 1 truck

I am reserving for 06 November at 18:29 with a class 2 truck.,November-06--18:29-class 2 truck

I am reserving for 17 November at 10:57 with a compact.,November-17--10:57-compact

I am reserving for 25 November at 18:04 with a class 1 truck.,November-25--18:04-class 1 truck

I am reserving for 30 November at 07:45 with a class 2 truck.,November-30--07:45-class 2 truck

I am reserving for 10 November at 18:30 with a full-size.,November-10--18:30-full-size

I am reserving for 23 October at 11:54 with a full-size.,October-23--11:54-full-size

I am reserving for 18 October at 07:24 with a compact.,October-18--07:24-compact

I am reserving for 26 November at 09:17 with a full-size.,November-26--09:17-full-size

I am reserving for 29 November at 18:30 with a full-size.,November-29--18:30-full-size

I am reserving for 22 November at 16:30 with a class 2 truck.,November-22--16:30-class 2 truck

I am reserving for 30 November at 18:19 with a medium.,November-30--18:19-medium

I am reserving for 05 October at 18:30 with a compact.,October-05--18:30-compact

I am reserving for 19 November at 15:11 with a full-size.,November-19--15:11-full-size

I am reserving for 13 October at 07:17 with a compact.,October-13--07:17-compact

I am reserving for 21 November at 07:19 with a class 1 truck.,November-21--07:19-class 1 truck

I am reserving for 20 November at 09:13 with a class 1 truck.,November-20--09:13-class 1 truck

I am reserving for 22 November at 08:34 with a full-size.,November-22--08:34-full-size

I am reserving for 14 October at 07:15 with a medium.,October-14--07:15-medium

I am reserving for 16 October at 17:46 with a compact.,October-16--17:46-compact

I am reserving for 30 November at 07:34 with a class 1 truck.,November-30--07:34-class 1 truck

I am reserving for 24 November at 10:44 with a medium.,November-24--10:44-medium

I am reserving for 12 October at 07:54 with a medium.,October-12--07:54-medium

I am reserving for 18 October at 16:39 with a full-size.,October-18--16:39-full-size

I am reserving for 30 October at 07:30 with a medium.,October-30--07:30-medium

I am reserving for 29 November at 07:36 with a class 1 truck.,November-29--07:36-class 1 truck

I am reserving for 29 November at 18:22 with a medium.,November-29--18:22-medium

I am reserving for 29 November at 12:43 with a compact.,November-29--12:43-compact

I am reserving for 14 November at 18:30 with a medium.,November-14--18:30-medium

I am reserving for 10 October at 07:18 with a class 1 truck.,October-10--07:18-class 1 truck

I am reserving for 17 November at 17:20 with a class 1 truck.,November-17--17:20-class 1 truck

I am reserving for 23 November at 16:52 with a medium.,November-23--16:52-medium

I am reserving for 26 November at 11:40 with a class 2 truck.,November-26--11:40-class 2 truck

I am reserving for 11 October at 08:28 with a class 1 truck.,October-11--08:28-class 1 truck

I am reserving for 28 November at 10:04 with a class 2 truck.,November-28--10:04-class 2 truck

I am reserving for 09 November at 12:22 with a full-size.,November-09--12:22-full-size
